iteration|from_id|to_id|action_name|action_author_dom|action_author_val|action_target_dom|action_target_val|author_dom|author_val|target_dom|target_val
3|0|2|act6|6.894940142488529|-13.810725814339811|-6.951245528016996|13.666170938664873|0|-20|-10|0
3|0|1|act2|6.855432645331567|8.02223414654395|4.046575418567728|13.727768727245131|0|20|10|0
3|1|0|act2|3.6419178767109552|20.35499185452062|10.169889380798411|7.220010731889555|0|20|10|0
3|1|2|act6|3.586230171332932|-8.05692335831384|-4.0409814099905415|7.264693759330547|0|-20|-10|0
3|1|4|act1|13.842524872041064|10.595350706120053|-5.348106549667495|11.80795770551791|14|14|-7|7
3|2|3|act6|-0.0035538843449398937|-21.749284225030397|-10.795117704544207|0.04454241003384419|0|-20|-10|0
3|2|1|act2|-3.6368832689914874|14.538224383397493|7.227607154199639|-7.2512310224824565|0|20|10|0
3|4|1|act2|-4.813295894700746|18.627161934966118|16.45827238483696|9.535815635508047|0|20|10|0
3|4|5|act1|10.661768968993183|10.621057525034253|-5.309359409153418|5.344292397550788|14|14|-7|7
3|4|2|act6|-4.270344910221546|-10.910301122267276|1.0315592408789165|8.634897302920873|0|-20|-10|0
3|5|3|act6|-0.016993518290502444|-15.171037854884883|-7.555474553873349|0.024576969848949234|0|-20|-10|0
3|5|2|act6|-4.251145322106691|-10.842859568800954|1.0190764300613901|8.627063058644687|0|-20|-10|0
3|5|1|act2|0.07057035842606595|7.938086604233416|3.952201645687612|0.0181772496267123|0|20|10|0
4|0|2|act6|6.205446128239676|-20.429653232905828|-10.256120975215296|12.299553844798385|0|-20|-10|0
4|0|5|act1|10.66449853604456|10.619016490245428|-5.375326338427243|5.342548207260392|14|14|-7|7
4|0|4|act1|12.44917909484576|5.549643094125091|-2.7319006652066746|16.422948493948848|14|14|-7|7
4|0|1|act2|9.15290044271857|14.4980096587006|7.277726089039859|18.31949266906856|0|20|10|0
4|2|5|act1|6.517168787055252|13.36435675278022|-6.6260307898960225|-6.958573611920858|14|14|-7|7
4|2|1|act2|-3.2731949420923385|21.084401945057742|10.504846438779676|-6.526107920234211|0|20|10|0
4|2|4|act1|6.528403316791025|13.371407572628787|-6.643310419199391|-7.019271010040548|14|14|-7|7
4|2|0|act2|-9.230508877693767|19.069598460318545|9.584901515415709|-18.386687909615247|0|20|10|0
4|3|5|act1|-1.1999270984860138|5.6221192728640546|-2.8152941664614524|-10.853934069396395|14|14|-7|7
4|3|2|act6|-9.715605934089787|-7.95991183096954|-4.003198495910446|-19.574355802527357|0|-20|-10|0
4|3|0|act2|-3.5865513510079565|14.449081983502946|7.176085603727258|-7.212093783151158|0|20|10|0
4|3|1|act2|-3.5781604521777552|14.433446138974185|7.2158905005996115|-7.23149970416767|0|20|10|0
4|3|4|act1|2.0494544554504377|5.642146716307271|-2.8705641265939006|-4.321995562724373|14|14|-7|7
4|4|1|act2|-4.331966305230671|24.76444574146951|18.812445146353262|8.582234071957243|0|20|10|0
4|4|5|act1|15.195592072093866|15.158951772530827|-7.578423468238077|7.60986315779571|14|14|-7|7
4|5|3|act6|-2.5337647498153073|-17.768540662456758|-5.079934388637413|5.059907345577649|0|-20|-10|0
4|5|0|act2|-4.837793704584519|12.808293386534352|13.598048682440105|9.557114841220885|0|20|10|0
5|0|5|act1|17.838243814196094|14.201403357098798|-7.154014334126067|14.327464047880918|14|14|-7|7
5|0|1|act2|8.237610398446714|21.048208692830542|10.549953480135873|16.487543402161705|0|20|10|0
5|0|4|act1|16.804261185361185|10.594678784712583|-5.258710598686008|17.580653644553962|14|14|-7|7
5|1|2|act6|9.45436179490171|-13.87349712821079|-6.945875447883105|18.975961750551967|0|-20|-10|0
5|2|3|act6|-3.6028786463194016|-25.616920222274622|-12.744045340680808|-7.163920647872587|0|-20|-10|0
5|2|5|act1|11.465451908349728|17.627921077502197|-8.76342771090642|-3.4627162507287728|14|14|-7|7
5|2|4|act1|11.475562985111925|17.63426681536591|-8.778979377279452|-3.517343909036493|14|14|-7|7
5|2|1|act2|-6.251287903094794|25.078365575496772|12.508925615411538|-12.486147415389711|0|20|10|0
5|2|0|act1|-2.7074579899243902|22.762638614286693|5.826411363874138|-13.748019118653723|14|14|-7|7
5|3|5|act1|1.0280590502263287|10.153916611019884|-5.080388274833776|-13.191686596211081|14|14|-7|7
5|5|0|act2|-6.438612900713461|20.894717643092825|20.054419432776484|12.781263021388918|0|20|10|0
5|5|2|act6|-7.887084939815778|-11.116444625655895|6.318906717514755|15.865128969751979|0|-20|-10|0
5|5|4|act1|-1.220581121414269|12.44887684201614|10.876032864884479|16.443056595277746|14|14|-7|7
6|0|1|act3|1.8138493586020425|24.54338782354749|12.294958132122286|17.638789061945534|-14|14|7|7
6|1|3|act6|6.49430145053965|-14.508349733750904|-7.220344406959979|12.990101525076767|0|-20|-10|0
6|1|4|act1|22.531200631717937|13.32401066476152|-6.698769674707604|25.08800116732256|14|14|-7|7
6|1|5|act1|9.156981481118851|5.616359524664041|-2.736486677416541|9.944277943810075|14|14|-7|7
6|1|0|act3|5.465462318910057|21.474910155750983|4.432464422741838|24.88904904119274|-14|14|7|7
6|2|3|act6|-3.2425907816874613|-31.05522820004716|-15.469640806612727|-6.447528583085329|0|-20|-10|0
6|5|0|act2|-5.794751610642115|26.805245878783545|22.048977489498835|11.503136719250026|0|20|10|0
6|5|2|act6|-7.0983764458342|-18.004800163090305|1.6870160457632801|14.278616072776781|0|-20|-10|0
6|5|1|act2|-2.4628380096748868|16.949850149429068|12.241283333006967|5.054723572197637|0|20|10|0
6|5|4|act1|4.501476990727158|16.803989157814527|6.9884295783960315|17.598750935749973|14|14|-7|7
7|0|2|act6|5.243770227486724|-20.37321720678835|-6.436712190931951|20.486374752858026|0|-20|-10|0
7|0|3|act6|6.458477043354533|-14.490884404836041|-7.227896215907161|13.004173785152652|0|-20|-10|0
7|0|1|act2|3.9892179804676546|30.400144137073468|8.918916087019053|19.327419140175884|0|20|10|0
7|1|4|act1|25.878080568546146|17.59160959828537|-8.828892707236845|25.379201050590304|14|14|-7|7
7|1|5|act1|16.617154999706273|10.149251214977873|-5.016554208707398|18.05486513448616|14|14|-7|7
7|1|2|act5|5.658033053870384|-16.837532673850742|-8.426159112785315|25.370529017947096|-14|-14|-7|7
7|1|0|act3|2.427024478317148|22.9946772261583|6.39029618242089|30.160129723366122|-14|14|7|7
7|1|3|act6|5.844871305485685|-21.057514760375817|-10.498309966263982|11.69109137256909|0|-20|-10|0
7|2|5|act1|7.118314441186953|18.450754465499106|-9.18853880125078|-13.404320146781274|14|14|-7|7
7|3|0|act2|-6.505106594316445|19.70375640663739|9.812629339019079|-13.041795964352438|0|20|10|0
7|3|4|act1|7.444509009905395|10.677932044676545|-5.383507713934511|-1.0897960064519356|14|14|-7|7
7|3|1|act2|-9.448478969637584|18.52198223531218|9.260384174937116|-18.951763284338234|0|20|10|0
7|3|2|act7|-8.322676725951453|-11.402775724776795|-5.718331703518715|-30.749705380042446|14|-14|-7|-7
7|3|5|act1|6.525253145203696|14.738524949917895|-7.372349447350398|-9.072517936589973|14|14|-7|7
7|4|1|act1|-2.3460034365131603|28.441280945531275|20.490272511691533|18.632448638456832|14|14|-7|7
7|4|0|act2|-4.732839538817408|23.822588280098564|19.123835066825066|9.535210906241325|0|20|10|0
7|4|5|act1|11.889586620556429|21.438875842174976|1.2513292916544425|17.923590242033075|14|14|-7|7
8|0|5|act1|25.444079740548954|15.952823047325026|-8.015276449577904|26.924721290905193|14|14|-7|7
8|0|1|act3|0.15126656417880113|32.74411675102951|4.984322030485433|23.49520950354247|-14|14|7|7
8|0|2|act6|4.719393204738052|-26.335895486109514|-9.793040971838757|18.437737277572225|0|-20|-10|0
8|2|1|act1|-1.9835432015067838|28.433476116152388|2.292229748483346|-12.353779406465668|14|14|-7|7
8|2|3|act7|0.4535014668331563|-33.2747348420382|-10.290409053356308|-13.062498152299117|14|-14|-7|-7
8|2|4|act1|15.928006686600732|21.47084013382932|-10.701081439551507|-0.36560951813284337|14|14|-7|7
8|3|5|act1|11.472727830683327|18.864672454926108|-9.43511450261536|-5.365266142930976|14|14|-7|7
8|3|2|act6|-9.261368148020678|-19.756248337069206|-3.5918486798501594|-29.947261357834382|0|-20|-10|0
8|4|0|act2|-4.259555584935667|29.440329452088708|21.21145156014256|8.581689815617192|0|20|10|0
8|4|3|act6|-4.8451569425410606|-8.980816405806742|2.700058108914855|9.610138840208892|0|-20|-10|0
8|4|5|act1|16.300627958500787|24.89498825795748|-1.673803637511002|18.93123121782977|14|14|-7|7
8|4|1|act2|-2.1114030928618446|33.59715285097815|22.44124526052238|16.76920377461115|0|20|10|0
8|4|2|act6|-9.630973295596355|-8.329048566319559|10.335206017940658|19.32375612044639|0|-20|-10|0
8|5|2|act6|-8.269684921125704|-20.063888132103145|2.4064829970682577|16.605679018949196|0|-20|-10|0
8|5|4|act1|4.093576726240099|22.638108096046793|11.870565162650708|25.205489432161734|14|14|-7|7
8|5|0|act1|-1.613748804620113|29.832249161814676|20.09967176649406|17.157540742592523|14|14|-7|7
8|5|3|act6|-8.491603052353824|-12.828739528637879|6.325455047614994|16.978205209433497|0|-20|-10|0
9|0|4|act1|24.690306404128307|13.323520834055474|-6.6336000264421005|29.296296506879838|14|14|-7|7
9|0|3|act6|8.831366405117171|-19.737616367917195|-9.8545959348848|17.73338076597365|0|-20|-10|0
9|1|2|act6|2.0630067736350113|-19.1184014658191|-5.785188881356105|25.590128504537148|0|-20|-10|0
9|1|4|act1|25.797120734470145|20.692283397150035|-4.700262783575661|33.03743756588033|14|14|-7|7
9|1|0|act2|4.48588982743689|29.145688553188222|4.136139907760921|29.46970507592656|0|20|10|0
9|1|5|act1|20.555439499735645|14.734326093480085|-7.314898787836659|19.049378621037544|14|14|-7|7
9|1|3|act5|2.7343457574434042|-22.656586955904412|-11.303631072673827|19.469784011780963|-14|-14|-7|7
9|2|3|act6|-3.2326638118651436|-34.95253522205094|-12.33523133321861|-17.780623503362285|0|-20|-10|0
9|2|5|act1|7.7658346973614325|20.545111117054276|-10.242716429013134|-15.25749931889283|14|14|-7|7
9|2|0|act1|-3.21373687465488|22.193963549815006|1.4474538842642466|-20.902305937498564|14|14|-7|7
9|2|1|act1|0.3933300067795056|28.631115654083434|-0.94329390372849|-14.406561319237191|14|14|-7|7
9|2|4|act1|14.901685416146591|22.991380508401754|-11.46787596603672|-4.696143709687602|14|14|-7|7
9|4|2|act6|-10.321088369433049|-12.226529338718843|9.411516874531932|20.69224245756158|0|-20|-10|0
9|4|0|act1|-0.3702400237978898|31.966666856191857|19.421275763715478|14.791168750649927|14|14|-7|7
9|5|2|act7|-3.6184447861118203|-19.331749387003548|4.18925122762529|15.690600005348848|14|-14|-7|-7
9|5|3|act6|-7.642442747118442|-19.54586557577409|1.6929095428534948|15.280384688490148|0|-20|-10|0
9|5|4|act1|9.28421905361609|25.974297286442116|7.883508646385637|25.48494048894556|14|14|-7|7
9|5|0|act2|-1.4523739241581017|34.84902424563321|22.089704589844654|15.441786668333272|0|20|10|0
10|0|1|act3|-1.877474083015172|32.122734568333904|6.8373008446932015|29.0311196978694|-14|14|7|7
10|0|4|act1|23.079148187343932|18.912051875584936|-3.133216021418101|31.570000170572673|14|14|-7|7
10|1|5|act1|24.09989554976208|18.860893484132077|-9.383408909052994|19.94444075893379|14|14|-7|7
10|2|0|act2|-2.892363187189392|27.974567194833504|5.3027084958378214|-18.81207534374871|0|20|10|0
10|2|4|act1|14.070365187078739|24.223018211805424|-12.088979532489745|-8.203876404846957|14|14|-7|7
10|4|1|act1|1.369763494781906|35.3336938092923|20.41740866102313|21.423055057435032|14|14|-7|7
10|4|2|act6|-10.880081579240771|-15.383488764362262|8.663328668370866|21.80071639062488|0|-20|-10|0
10|5|2|act6|-3.2566003075006384|-25.398574448303194|-0.22967389513723901|14.121540004813964|0|-20|-10|0
10|5|0|act2|-1.3071365317422916|39.36412182106989|23.88073413086019|13.897608001499945|0|20|10|0
10|5|3|act6|-6.878198472406598|-25.591279018196683|-2.4763814114318548|13.752346219641133|0|-20|-10|0
11|0|5|act3|15.89266071777417|18.10784720134995|1.6235771214319379|38.2277096389629|-14|14|7|7
11|0|4|act1|26.37123336860954|22.620846688026443|-5.619894419276291|31.213000153515406|14|14|-7|7
11|1|5|act1|27.289905994785876|22.57480413571887|-11.245068018147695|20.74999668304041|14|14|-7|7
11|1|4|act3|12.775667794920817|24.88074955169153|4.032787145303716|34.600324428363066|-14|14|7|7
11|1|2|act6|-0.848964513355641|-20.965905187313474|-3.646002993898445|25.76800408867509|0|-20|-10|0
11|1|3|act6|2.460911181699064|-28.39092826031397|-14.173267965406446|17.522805610602866|0|-20|-10|0
11|2|0|act2|-2.603126868470453|33.177110475350155|8.77243764625404|-16.93086780937384|0|20|10|0
11|2|3|act7|2.690602569321371|-37.057281699845845|-13.90170819989675|-18.80256115302606|14|-14|-7|-7
11|2|4|act1|13.39699580153378|25.220644751562396|-12.592073421316694|-11.045139887926036|14|14|-7|7
11|3|0|act1|-3.2691363413963197|21.560042689376285|5.148229764605453|-14.963854731125476|14|14|-7|7
11|3|5|act1|3.371256729711331|17.97711159767702|-8.990378625165938|-20.232151116377015|14|14|-7|7
11|3|2|act7|-6.911537379907075|-22.522305037723456|-0.37845768761076615|-36.15155352986126|14|-14|-7|-7
11|4|1|act3|-1.9704915692266565|36.74029198552676|14.298101015428736|25.192674596522377|-14|14|7|7
11|4|0|act1|0.5420950226513384|33.69170013816387|20.934110031748588|23.1587620192238|14|14|-7|7
11|4|3|act6|-4.360641248286955|-16.082734765226068|-1.5699477019766301|8.649124956188002|0|-20|-10|0
11|4|5|act1|12.695157781747074|28.53644644005101|5.555797148254481|26.176867557797905|14|14|-7|7
12|0|3|act6|4.633406788144908|-21.46746925801293|-6.942222707256688|19.404038420438656|0|-20|-10|0
12|1|0|act3|0.5535707602238809|31.728007728082464|1.1102733252863455|31.710461111500514|-14|14|7|7
12|1|3|act6|2.214820063529158|-33.55183543428257|-16.755941168865803|15.770525049542579|0|-20|-10|0
12|1|5|act1|30.160915395307292|25.917323722146985|-12.920561216332926|21.47499701473637|14|14|-7|7
12|2|3|act6|-0.34061191884968955|-40.53639817687514|-10.220383641916367|-20.27007453395111|0|-20|-10|0
12|2|0|act2|-2.3428141816234076|37.85939942781514|11.895193881628636|-15.237781028436457|0|20|10|0
12|2|4|act1|17.657296221380403|28.29858027640616|-14.132866079185026|-7.140625899133431|14|14|-7|7
12|2|5|act1|5.393293494376485|18.30938600433257|-5.730940276750575|-20.058717003472875|14|14|-7|7
12|3|5|act1|8.634131056740198|21.77940043790932|-10.891340762649346|-15.408936004739314|14|14|-7|7
12|3|0|act2|-6.2480004365310196|25.463634578394792|8.170066109330417|-19.320722332211638|0|20|10|0
12|4|5|act8|19.425642003572367|25.682801796045908|5.000217433429033|19.559180802018115|20|0|0|-10
12|4|3|act6|-3.9245771234582594|-22.47446128870346|-5.4129529317789675|7.7842124605692025|0|-20|-10|0
12|4|1|act1|3.8265575876960094|38.66626278697409|10.068290913885862|25.47340713687014|14|14|-7|7
12|5|2|act6|-5.157846249075518|-26.052845303125586|0.8539641449388373|16.478447403899313|0|-20|-10|0
13|1|3|act6|1.9933380571762422|-38.19665189085431|-19.080347051979224|14.193472544588321|0|-20|-10|0
13|1|2|act6|-0.7640680620200769|-26.869314668582128|-7.281402694508601|23.191203679807582|0|-20|-10|0
13|1|5|act1|32.744823855776566|28.92559134993229|-14.428505094699634|22.127497313262733|14|14|-7|7
13|2|0|act1|3.4914672365389334|39.67345948503363|7.905674493465773|-10.914002925592811|14|14|-7|7
13|3|4|act1|0.7283423613989299|12.605791214512283|-6.3321194111124335|-17.427015159833115|14|14|-7|7
13|3|5|act1|13.37071795106618|25.20146039411839|-12.602206686384413|-11.068042404265382|14|14|-7|7
13|3|1|act6|-17.172312346781304|4.77412529012949|-2.205995748541382|-34.376986701768885|0|-20|-10|0
13|4|2|act7|-7.1195794712665235|-12.026563309220087|13.091566599242363|22.668722248765544|14|-14|-7|-7
13|4|5|act1|23.083077803215133|28.71452161644132|1.70019569008613|20.403262721816304|14|14|-7|7
13|4|1|act4|-8.156098171073593|34.79963650827668|9.061461822497277|26.926066423183126|-29|0|0|10
13|5|1|act1|-7.385654585229671|25.51474758193646|26.67034147019891|28.833032214939063|14|14|-7|7
13|5|3|act7|-5.741986017745972|-15.561238163838844|9.233646155959562|19.88131435470655|14|-14|-7|-7
13|5|4|act1|7.130176121077517|23.962936449634675|17.97477002289362|28.64306945479719|14|14|-7|7
13|5|2|act7|0.9579383758320343|-29.04756077281303|-2.0314322695550464|12.03060266350938|14|-14|-7|-7
14|0|4|act1|24.440699028573732|26.442885817301423|-2.3121144796137956|33.12253012434748|14|14|-7|7
14|1|3|act6|-1.9853961736872439|-38.939288031592|-19.455081112103173|4.296712761116541|0|-20|-10|0
14|1|5|act1|29.60330732317902|31.549728993445157|-9.447089126706704|25.763272823742817|14|14|-7|7
14|1|4|act3|2.5553156402475485|29.833459780864814|-4.540488353966234|34.11967285744901|-14|14|7|7
14|1|0|act2|0.49821368420149276|36.555206955274215|4.999245992757711|28.539415000350463|0|20|10|0
14|1|2|act6|-0.6876612558180693|-32.182383201723916|-10.553262425057742|20.872083311826824|0|-20|-10|0
14|2|1|act1|-3.897936182551967|24.384874980644142|-3.4188951302362627|-26.164144881551525|14|14|-7|7
14|2|5|act1|3.771710957400459|16.427542397158444|-1.9378554617511692|-23.342804695531726|14|14|-7|7
14|2|0|act4|-8.457679487114962|35.70611353653027|7.1151070441191955|-5.822602633033531|-29|0|0|10
14|3|2|act7|-3.5983452777247296|-23.843067080556|-3.106550726964721|-39.282758359187625|14|-14|-7|-7
14|3|5|act1|13.910281540363606|23.493182919235895|-7.967787415971374|-11.205114347454959|14|14|-7|7
14|3|4|act1|6.255508125259038|16.945212093061055|-8.49890747000119|-12.884313643849802|14|14|-7|7
14|3|1|act7|-11.909573000892856|-1.7329585149951137|-4.586856556318519|-37.8453592284328|14|-14|-7|-7
14|4|0|act2|-2.080903031652416|37.810277111912725|25.99662912571636|23.798597235571282|0|20|10|0
14|5|3|act6|-7.171008674374237|-18.084602912709464|8.519253386327245|21.143864627312308|0|-20|-10|0
14|5|0|act3|-4.1387805907112565|40.00493867506661|17.103394645996755|19.09706248121496|-14|14|7|7
14|5|1|act1|-2.9023802140360333|28.78694554136854|23.842976590861117|31.194756094100644|14|14|-7|7
15|0|2|act2|6.403596339707276|2.759657630269822|-3.611911538403466|32.13550218287724|0|20|10|0
15|0|4|act3|17.796966213144724|27.018737512014155|0.9271872715128258|36.82924940072145|-14|14|7|7
15|1|0|act2|0.4483923157813435|40.899686259746794|8.499321393481939|25.685473500315418|0|20|10|0
15|1|4|act2|2.2997840762227937|34.85011380277834|-0.08643951856961074|30.70770557170411|0|20|10|0
15|1|3|act7|1.4718290993133332|-39.660823305589524|-13.51861570080357|-4.359662663495603|14|-14|-7|-7
15|1|2|act6|-3.0770056172126363|-31.547730393396375|-7.5081425642967705|21.946387482579727|0|-20|-10|0
15|2|0|act2|-3.2507203845631194|36.92195196458952|9.76323670573655|2.4836918672428396|0|20|10|0
15|2|1|act1|-1.1573283078670933|25.351748734321756|-5.569305055491373|-25.592957354056736|14|14|-7|7
15|2|5|act1|8.994539861660414|20.3847881574426|-4.544069915576053|-18.208524225978554|14|14|-7|7
15|3|5|act1|13.267328047694521|24.62947816458108|-9.253907806936814|-13.476142621438516|14|14|-7|7
15|3|1|act6|-12.166754130723213|-11.923696397146042|-2.675353810618|-35.69474097503057|0|-20|-10|0
15|3|2|act6|-3.2385107499522565|-29.4587603725004|-6.795895654268248|-35.354482523268864|0|-20|-10|0
15|3|0|act1|-0.023200392877916975|28.517271120555314|4.553059498397376|-14.588650098990474|14|14|-7|7
15|4|2|act6|-6.407621524139871|-18.823906978298076|7.782409939318127|20.40185002388899|0|-20|-10|0
15|4|1|act2|-0.07779556671264967|35.636935014533705|6.069805668600514|31.365102422500506|0|20|10|0
15|4|0|act2|0.8344685443615432|41.14632446064931|20.017269591830253|24.31686376081274|0|20|10|0
15|4|5|act1|21.777293020604258|31.378762509317472|3.6171585089697653|24.36664280467121|14|14|-7|7
15|4|3|act6|-7.649016723001072|-19.595882279464824|1.6299573127331337|15.25069088375495|0|-20|-10|0
16|0|1|act3|2.049389254133745|28.71692615028388|3.203553084203209|39.609717633772114|-14|14|7|7
16|1|3|act7|3.1921815704438004|-37.72526687752752|-13.750078717650892|-13.531326757431438|14|-14|-7|-7
16|2|5|act1|13.695085875494375|23.946309341698342|-6.889662924018447|-13.587671803380697|14|14|-7|7
16|2|4|act1|12.604168945386315|23.961665021500092|-8.566859371725885|-14.14151628046827|14|14|-7|7
16|2|3|act7|-0.5163060888414233|-37.41903427094198|-5.714659674957032|-29.312884335250363|14|-14|-7|-7
16|3|5|act1|17.540595242925068|27.766530348122973|-11.128517026243134|-9.328528359294664|14|14|-7|7
16|3|1|act7|-6.775070845885803|-17.778194081688294|0.07296341339942014|-36.75274018977476|14|-14|-7|-7
16|3|4|act1|7.066961581459821|19.325621795379455|-9.684115050700965|-14.83629405151834|14|14|-7|7
16|5|4|act8|11.255442658072788|21.92997852420409|19.599563718543834|24.240886258385725|20|0|0|-10
16|5|1|act2|-2.61214219263243|33.90825098723168|25.458678931775005|28.07528048469058|0|20|10|0
16|5|2|act6|-6.200696631616602|-20.228904623042627|8.325577287944938|21.55167840752851|0|-20|-10|0
16|5|3|act6|-10.015665323618821|-16.3956755233652|11.786535718632562|24.989877313310675|0|-20|-10|0
16|5|0|act8|4.275097468359869|36.00444480755995|15.393055181397079|13.187356233093464|20|0|0|-10
17|0|3|act6|4.097753548557638|-21.129785089091428|-4.020880353590125|25.665544008499783|0|-20|-10|0
17|0|2|act2|8.786913035162895|10.235322680518555|1.0743516538931925|33.229756768130564|0|20|10|0
17|0|5|act3|8.25374966325737|17.468620609784118|6.647587721523882|35.20400032680395|-14|14|7|7
17|0|4|act3|12.415542632647227|27.485177384731468|3.5510216899253892|39.83169201458438|-14|14|7|7
17|0|1|act2|1.8444503287203704|33.84523353525549|6.883197775782888|35.648745870394905|0|20|10|0
17|1|0|act3|0.5948779982045984|37.683871283355415|4.460005295848333|33.26071018172994|-14|14|7|7
17|1|2|act6|-5.012374549942236|-31.033661618651063|-5.041595477080384|22.81657386088958|0|-20|-10|0
17|1|4|act3|-0.13717489825953777|33.82859218025045|2.7299839899586154|34.87324151308033|-14|14|7|7
17|1|3|act6|0.06566707205947812|-41.07746617079729|-10.097563761297224|-16.000374673519467|0|-20|-10|0
17|2|0|act2|0.9669164885038734|37.90678109131751|11.908221731646606|9.2117904124667|0|20|10|0
17|2|5|act1|13.093019559150445|24.99651056677566|-8.380626968454942|-15.406014160738366|14|14|-7|7
17|2|1|act2|-4.537435929372346|28.53491647480062|-0.5111370949480127|-27.930295456785956|0|20|10|0
17|3|5|act1|16.207882146769307|28.09088958197961|-11.81409879125694|-11.956107971028679|14|14|-7|7
17|3|0|act2|-3.6187923182311126|31.098989607649806|7.687978193701875|-19.016806580182287|0|20|10|0
17|3|1|act7|-3.4878073851675007|-20.000337206167522|-2.74089963514647|-39.76971955371756|14|-14|-7|-7
17|4|2|act6|-7.710173434553297|-20.727364652421443|7.343752050847684|21.565498519350083|0|-20|-10|0
17|4|3|act6|-8.71570354563087|-21.352664646366506|2.360265423313839|17.39305961584151|0|-20|-10|0
17|4|0|act4|-8.40408047906715|35.84852281312594|11.173988369382505|28.73665964625832|-29|0|0|10
17|4|1|act3|-3.1430144090372467|36.985917361772294|2.6765425915664163|33.24573296222541|-14|14|7|7
17|5|2|act6|-7.542564271609448|-21.865412744664532|7.7837176032354005|22.496859510098098|0|-20|-10|0
17|5|1|act1|3.2490720266308135|36.117425888508514|20.112811038597503|28.067752436221525|14|14|-7|7
18|3|1|act6|-3.1390266466507506|-26.00030348555077|-6.4668096716318235|-35.792747598345805|0|-20|-10|0
18|3|4|act1|7.7242388809824565|21.25375365425736|-10.644133191067784|-16.417398181729855|14|14|-7|7
18|3|2|act7|0.4568062925386718|-31.981595901725328|-3.264675479957281|-36.47713084384778|14|-14|-7|-7
18|3|0|act1|2.343086913591999|33.58909064688483|4.1191803743316875|-14.315125922164057|14|14|-7|7
18|4|5|act1|23.239607346689453|27.416797632547155|7.329898392265509|22.53698067178368|14|14|-7|7
18|4|1|act1|2.7712870318664784|38.88732562559507|-0.39111166759022575|32.72115966600287|14|14|-7|7
18|4|3|act7|-3.979719871961005|-20.37565836355687|4.15181499288421|16.328378288831622|14|-14|-7|-7
18|4|0|act1|-1.9636724311604352|37.86367053181335|7.256589532444254|28.66299368163249|14|14|-7|7
19|0|3|act6|3.707262336898519|-20.88361332994765|-1.8912217777672007|30.230181582196344|0|-20|-10|0
19|0|1|act3|-1.5859952337365009|35.534639163556946|3.3353901983841387|36.71548415501987|-14|14|7|7
